"pmid"	"SVM_PROB"	"FORESTS_PROB"	"LOGITBOOST_PROB"	"MAXENTROPY_PROB"	"med"
"22"	"10073014"	0.999648049483139	0.88	0.999999997938846	0.999999998527806	0.969912011487448
"23"	"10075750"	0.615288752826741	0.606666666666667	0.997527376843365	0.992454316976164	0.802984278328234
"24"	"10078934"	0.999872567868779	0.973333333333333	0.999999999999987	0.999999999999998	0.993301475300524
"25"	"10082136"	0.974797389946487	0.896666666666667	0.999999999994891	0.999999349171336	0.967865851444845
"26"	"10082138"	0.981093082686245	0.843333333333333	0.999999887464838	0.999999505082964	0.956106452141845
"27"	"10082424"	0.998788828193657	0.923333333333333	0.999999984770021	0.999999948644536	0.980530523735387
"28"	"10082921"	0.537878815554987	0.74	0.982013790037908	0.999361889690221	0.814813623820779
"29"	"10082925"	0.713586476763699	0.556666666666667	0.999993855825398	0.99967799551927	0.817481248693758
"30"	"10084649"	0.999418079754627	0.843333333333333	0.999999999721053	0.999999999999999	0.960687853202253
"31"	"10085099"	0.989130074226105	0.91	0.999664649869534	0.999997918901785	0.974698160749356
"32"	"10086329"	0.989151979069545	0.943333333333333	0.999999984770021	0.99999909186895	0.983121097260462
"33"	"10089914"	0.994847422134611	0.92	0.999999999999907	0.999999614189906	0.978711759081106
"34"	"10090397"	0.997657424259249	0.933333333333333	0.999999997938846	0.999999946442654	0.982747675493521
"35"	"10092829"	0.952818300492704	0.856666666666667	0.999999999994891	0.999999988944965	0.952371239024807
"36"	"10094943"	0.96007206654533	0.916666666666667	0.999999168471972	0.99997002378404	0.969176981367002
"37"	"10096854"	0.975312872776333	0.836666666666667	0.999954602131298	0.999998874937485	0.952983254127946
"38"	"10097113"	0.971083299797343	0.943333333333333	0.999999999994891	0.999999999921151	0.97860415826168
"39"	"10098632"	0.998588590478946	0.873333333333333	0.999999887464838	0.999999787005551	0.967980399570667
"40"	"10099036"	0.607463614043531	0.663333333333333	0.982013790037908	0.899154538194833	0.787991318902401
"41"	"10101008"	0.972350801017776	0.94	0.999999168471972	0.999987252407654	0.97808430547435
"42"	"10190556"	0.961068225293054	0.73	0.982013790037908	0.99999330905108	0.918268831095511
"43"	"10193658"	0.978869501149331	0.716666666666667	0.999664649869534	0.999957151503798	0.923789492297332
"44"	"10194553"	0.999857825111545	0.956666666666667	0.999999999999309	0.999999998052699	0.989131122457555
"45"	"10197638"	0.999879002507714	0.933333333333333	0.999999999994891	0.999999999859508	0.983303083923862
"46"	"10198059"	0.999866691383679	0.896666666666667	0.999999997938846	0.999999999997965	0.974133338996789
"47"	"10198224"	0.999793839995505	0.96	0.999999999999907	0.999999999876796	0.989948459968052
"48"	"10198256"	0.628261350641639	0.71	0.880797077977882	0.859082184096638	0.76953515317904
"49"	"10198257"	0.989157755657824	0.843333333333333	0.999999168471972	0.984999302893822	0.954372390089238
"50"	"10199558"	0.927291088923696	0.88	0.999999887464838	0.996020991214123	0.950827991900664
"51"	"10200295"	0.995943764094166	0.793333333333333	0.997527376843365	0.999999999711893	0.946701118495689
"52"	"10200502"	0.999934303561331	0.946666666666667	0.999999999721053	0.999999999999999	0.986650242487263
"53"	"10200535"	0.999281667253721	0.966666666666667	0.999999999994891	0.999999998428867	0.991487083086036
"54"	"10200566"	0.998002303075692	0.953333333333333	0.999999999994891	0.999999998474945	0.987833908719715
"55"	"10202393"	0.998988955054721	0.67	0.999999168471972	0.999999999854307	0.91724703084525
"56"	"10202394"	0.882042911132782	0.756666666666667	0.880797077977882	0.999955344102274	0.879865499969901
"57"	"10202396"	0.999805705261115	0.81	0.999954602131298	0.999999999998254	0.952440076847667
"58"	"10202397"	0.998030566629416	0.643333333333333	0.999993855825398	1	0.910339438947037
"59"	"10203355"	0.995038029913698	0.873333333333333	0.999664649869534	0.999995756763419	0.967007942469996
"60"	"10203577"	0.999091946718665	0.886666666666667	0.999999999994891	0.999999999998607	0.971439653344707
"61"	"10204580"	0.792330994398272	0.8	0.982013790037908	0.999694325615091	0.893509777512818
"62"	"10210643"	0.988389685017129	0.906666666666667	0.999999984770021	0.999942967212316	0.973749825916533
"63"	"10210645"	0.885884699200908	0.783333333333333	0.997527376843365	0.999999902020203	0.916686327849452
"64"	"10211549"	0.987015358526892	0.853333333333333	0.999999984770021	0.999488735424715	0.95995935301374
"65"	"10211940"	0.994580083009545	0.87	0.999999984770021	0.999999084521223	0.966144788075197
"66"	"10211943"	0.929126161991728	0.61	0.982013790037908	0.999884182629776	0.880256033664853
"67"	"10212189"	0.997068776095441	0.953333333333333	0.999999999721053	0.999999998668974	0.9876005269547
"68"	"10212255"	0.667317588143217	0.77	0.982013790037908	0.999237070168927	0.854642112087513
"69"	"10213496"	0.999882646151647	0.84	0.999999984770021	0.999999999999871	0.959970657730385
"70"	"10218970"	0.99803412658454	0.83	0.999999887464838	0.999999998982392	0.957008503257942
"71"	"10219835"	0.825688426965015	0.67	0.880797077977882	0.992629292161316	0.842278699276053
"72"	"10220499"	0.9965013198569	0.916666666666667	0.999999984770021	0.999999491074727	0.978291865592078
"73"	"10220501"	0.942880627778781	0.793333333333333	0.999993855825398	0.999978137616608	0.93404648863853
"74"	"10220513"	0.999432190714669	0.916666666666667	0.999999984770021	0.999999999973904	0.979024710531315
"75"	"10223193"	0.997280192650468	0.863333333333333	0.999999887464838	0.999999999999967	0.965153353362152
"76"	"10223207"	0.999462748244925	0.946666666666667	0.999999984770021	0.999999998407411	0.986532349522256
"77"	"10224136"	0.981949691590715	0.903333333333333	0.999999999999907	0.999994008410568	0.971319258333631
"78"	"10226522"	0.999627428934684	0.923333333333333	0.999999999721053	0.999999996849191	0.980740189709565
"79"	"10226546"	0.999960263081947	0.976666666666667	0.999999999962249	0.999999999999932	0.994156732427699
"80"	"10226607"	0.996918852662021	0.723333333333333	0.999664649869534	0.999999278505136	0.929979028592506
"81"	"10227051"	0.997593567186797	0.87	0.999999997938846	0.999991858999219	0.966896356031216
"82"	"10227148"	0.994268521891405	0.943333333333333	0.999999997938846	0.999999441454698	0.984400323654571
"83"	"10228164"	0.992389058808639	0.913333333333333	0.999999997938846	0.999995982335377	0.976429593104049
"84"	"10232066"	0.986485755784858	0.78	0.999954602131298	0.999989795710246	0.9416075384066
"85"	"10232597"	0.999935339387762	0.823333333333333	0.999999999721053	0.999999999999898	0.955817168110511
"86"	"102453"	0.797648065943943	0.73	0.999993855825398	0.99912811190773	0.881692508419268
"87"	"10319162"	0.935799964332419	0.88	0.999999887464838	0.9999837378406	0.953945897409464
"88"	"10319943"	0.999909290797859	0.97	0.999999999999309	0.999999997320764	0.992477322029483
"89"	"10322769"	0.979030875397054	0.676666666666667	0.999664649869534	0.99978367704543	0.913786467244671
"90"	"10323669"	0.999892292509821	0.903333333333333	0.999999168471972	0.999999999682909	0.975806198499509
"91"	"10325246"	0.987070641327583	0.816666666666667	0.999999168471972	0.999999813296562	0.950934072440696
"92"	"10325492"	0.672236111420767	0.616666666666667	0.999954602131298	0.992997786726385	0.820463791736279
"93"	"10325503"	0.829783665130614	0.686666666666667	0.997527376843365	0.999883906210687	0.878465403712833
"94"	"10328827"	0.999713058060191	0.96	0.999999999994891	0.999999988619767	0.989928261668712
"95"	"10328958"	0.999628457018488	0.863333333333333	0.999999999999907	0.999999992240748	0.965740445648119
"96"	"10330684"	0.996846038003922	0.803333333333333	0.999954602131298	0.999864676161503	0.949999662407514
"97"	"10331497"	0.803999765292185	0.793333333333333	0.999664649869534	0.997270324217842	0.898567018178223
"98"	"10331648"	0.965974924794859	0.836666666666667	0.999999887464838	0.999998771751776	0.950660062669535
"99"	"10331740"	0.974027536954122	0.923333333333333	0.999999999999907	0.999999993666483	0.974340215988461
"100"	"10331966"	0.984252860540465	0.863333333333333	0.999999887464838	0.999995911658901	0.961895498249384
"101"	"10334203"	0.963344791031028	0.883333333333333	0.999999997938846	0.999992056102384	0.961667544601398
"102"	"10334950"	0.851799015748807	0.813333333333333	0.997527376843365	0.833737472834313	0.874099299689955
"103"	"10336426"	0.99905654442628	0.97	0.999999999721053	1	0.992264136036833
"104"	"10336562"	0.707953600535402	0.873333333333333	0.999664649869534	0.9877029911355	0.892163643718442
"105"	"10338685"	0.960825660767742	0.843333333333333	0.999999997938846	0.9942989324613	0.949614481125305
"106"	"10339499"	0.901805374666948	0.893333333333333	0.999999168471972	0.999959115729817	0.948774248050518
"107"	"10340389"	0.99939042904535	0.946666666666667	0.999999999994891	0.999999994271097	0.986514272494501
"108"	"10347197"	0.99886737082353	0.956666666666667	0.999999887464838	0.999999999593724	0.98888348113719
"109"	"10347201"	0.999964872064983	0.91	0.999999999721053	0.99999999998282	0.977491217942214
"110"	"10353535"	0.994915172985567	0.913333333333333	0.999999168471972	0.99999997813608	0.977061913231738
"111"	"10353585"	0.993534190770951	0.87	0.999999887464838	0.997953669404095	0.965371936909971
"112"	"10354495"	0.831032690327685	0.813333333333333	0.999993855825398	0.9868156518059	0.907793882823079
"113"	"10355749"	0.889498965363474	0.88	0.999999887464838	0.991269553830463	0.940192101664694
"114"	"10357918"	0.994125661746429	0.786666666666667	0.999954602131298	0.999999995557296	0.945186731525422
"115"	"10359656"	0.99764266824418	0.936666666666667	0.999999999962249	0.999999994439188	0.983577332328071
"116"	"10361557"	0.793095490452816	0.776666666666667	0.999664649869534	0.999334335811781	0.8921902857002
"117"	"10362102"	0.999919669779174	0.923333333333333	0.999999984770021	0.999999999999217	0.980813246970436
"118"	"10363173"	0.788920193195967	0.84	0.999954602131298	0.983817387156896	0.90317304562104
"119"	"10363974"	0.99421942995844	0.853333333333333	0.999993855825398	0.999998582109734	0.961886300306726
"120"	"10363980"	0.977515648428348	0.876666666666667	0.999999984770021	0.996617125646944	0.962699856377995
"121"	"10364071"	0.998710272857267	0.916666666666667	0.999999999999987	0.999999995532989	0.978844233764228
"122"	"10366434"	0.943983289482348	0.886666666666667	0.982013790037908	0.999997690758604	0.953165359236382
"123"	"10367258"	0.998471575338068	0.853333333333333	0.999999984770021	0.999999984280138	0.96295121943039
"124"	"10367753"	0.99909193289339	0.9	0.999999168471972	0.999998414382863	0.974772378937056
"125"	"10368308"	0.960803332277306	0.833333333333333	0.999999168471972	0.99989575833475	0.94850789810434
"126"	"10368639"	0.996197097788651	0.853333333333333	0.999999984770021	0.999999999719652	0.962382603902914
"127"	"10368648"	0.818089342847819	0.733333333333333	0.999664649869534	0.99948685607297	0.887643545530914
"128"	"10368649"	0.998921498958183	0.816666666666667	0.997527376843365	0.999999999999027	0.953278885616811
"129"	"10368806"	0.999960998627869	0.933333333333333	0.999999999999907	0.999999999999391	0.983323582990125
"130"	"10373400"	0.999746229615275	0.866666666666667	0.999999168471972	0.9999999997083	0.966603016115554
"131"	"10374832"	0.921437746533237	0.606666666666667	0.997527376843365	0.999999713937005	0.881407875995068
"132"	"10375166"	0.999946708760226	0.92	0.999999999962249	0.999999999967914	0.979986677172597
"133"	"10375610"	0.997013873402606	0.926666666666667	0.999999999721053	0.99999995949282	0.980920124820786
"134"	"10376521"	0.999427279040542	0.933333333333333	0.999999999999309	0.9999999998768	0.983190153062496
"135"	"10376965"	0.940148797778025	0.893333333333333	0.999954602131298	0.998969290280547	0.958101505880801
"136"	"10376975"	0.999970376002205	0.93	0.999999999721053	0.999999999999594	0.982492593930713
"137"	"10377130"	0.905503645222761	0.793333333333333	0.997527376843365	0.999992851708113	0.924089301776893
"138"	"10377187"	0.743179021997493	0.816666666666667	0.999993855825398	0.999287324495767	0.889781717246331
"139"	"10377442"	0.998730300180818	0.85	0.999999999999309	0.999999806889351	0.962182526767369
"140"	"10378692"	0.885015169949571	0.846666666666667	0.999999168471972	0.998125545617972	0.932451637676545
"141"	"10380632"	0.993691541633602	0.83	0.997527376843365	0.999999221175163	0.955304534913033
"142"	"10381128"	0.999344471886867	0.87	0.999999887464838	0.999999999977708	0.967336089832353
"143"	"10383151"	0.999555251719095	0.913333333333333	0.999999999962249	0.999999998916757	0.978222145982858
"144"	"10383890"	0.998171132590201	0.886666666666667	0.999999984770021	0.999999999993204	0.971209446005023
"145"	"10384821"	0.619685187573054	0.723333333333333	0.999999887464838	0.977202211134562	0.830055154876447
"146"	"10384822"	0.680932806660208	0.553333333333333	0.880797077977882	0.910090778601345	0.756288499143192
"147"	"10385998"	0.786417395653578	0.693333333333333	0.999993855825398	0.992731422590822	0.868119001850783
"148"	"10389762"	0.999292675258445	0.903333333333333	0.999999168471972	0.999999998500533	0.975656293891071
"149"	"10389908"	0.984662677435057	0.74	0.999664649869534	0.9998266995863	0.931038506722723
"150"	"10391945"	0.956442985172453	0.89	0.999999999994891	0.999982445365292	0.961606357633159
"151"	"10393980"	0.869095695721259	0.646666666666667	0.880797077977882	0.981310139071722	0.844467394859382
"152"	"10397250"	0.936804558772783	0.726666666666667	0.880797077977882	0.992860519302628	0.88428220567999
"153"	"10397456"	0.977973653848352	0.783333333333333	0.999954602131298	0.999920868224519	0.940295614384375
"154"	"10401235"	0.906705740461872	0.82	0.999993855825398	0.999847935474464	0.931636882940434
"155"	"10402163"	0.84634081413242	0.79	0.999999887464838	0.997015795766261	0.90833912434088
"156"	"10402233"	0.981815060605622	0.773333333333333	0.999999168471972	0.999999999713838	0.938786890531192
"157"	"10403137"	0.722859840235973	0.713333333333333	0.982013790037908	0.999332582982547	0.854384886647441
"158"	"10403539"	0.998836795996129	0.916666666666667	0.999999887464838	0.99999999855871	0.978875837171586
"159"	"10403559"	0.999258513475325	0.96	0.999999999994891	0.999999986499634	0.989814624992463
"160"	"10403776"	0.999797908661853	0.886666666666667	0.999999168471972	0.999999999882838	0.971615935920833
"161"	"10404093"	0.870695111996629	0.69	0.997527376843365	0.999957610189718	0.889545024757428
"162"	"10404543"	0.715173417966154	0.726666666666667	0.982013790037908	0.999349121162889	0.855800748958405
"163"	"10408396"	0.999722503311401	0.906666666666667	0.999999887464838	0.999999996859636	0.976597263575635
"164"	"10409643"	0.971808778987244	0.9	0.999954602131298	0.999955183336618	0.96792964111379
"165"	"10416269"	0.993118761761893	0.58	0.997527376843365	0.999999994175798	0.892661533195264
"166"	"10417144"	0.830288251714474	0.896666666666667	0.999999168471972	0.999877385680733	0.931707868133461
"167"	"10418944"	0.999968171183179	0.95	0.999999999721053	0.99999999999833	0.987492042725641
"168"	"10418962"	0.962919374829748	0.673333333333333	0.880797077977882	0.99999994969827	0.879262433959808
"169"	"10421428"	0.942088484956539	0.83	0.999954602131298	0.999984512102222	0.943006899797515
"170"	"10424432"	0.997127618680752	0.92	0.999999999721053	0.999999899525774	0.979281879481895
"171"	"10424744"	0.978220906692256	0.716666666666667	0.999999984770021	0.999917047128179	0.923701151314281
"172"	"10424789"	0.998937488985947	0.786666666666667	0.999993855825398	0.999999999999968	0.946399502869495
"173"	"10427135"	0.9999791784412	0.926666666666667	0.999999999962249	1	0.981661461267529
"174"	"10428782"	0.98964595036593	0.916666666666667	0.999999984770021	0.999999999997873	0.976578150450123
"175"	"10430095"	0.998993461810146	0.843333333333333	0.999999999962249	0.999999995662183	0.960581697691978
"176"	"10430096"	0.999979340635895	0.97	0.999999999999907	1	0.99249483515895
"177"	"10433212"	0.712972101350905	0.903333333333333	0.999999984770021	0.915932998465308	0.883059604479892
"178"	"10433520"	0.999132497157655	0.85	0.997527376843365	0.999999999967414	0.961664968492108
"179"	"10436007"	0.995419655162269	0.91	0.999999999721053	0.999999999999997	0.97635491372083
"180"	"10438714"	0.999969229709553	0.873333333333333	0.999999999994891	1	0.968325640759444
"181"	"10440930"	0.992337360713002	0.846666666666667	0.999999168471972	0.999991584388326	0.959748695059992
"182"	"10442636"	0.89207449599704	0.803333333333333	0.999664649869534	0.999871552082717	0.923736007820656
"183"	"10443334"	0.852454939852323	0.683333333333333	0.997527376843365	0.999858261848134	0.883293477969289
"184"	"10443335"	0.999946591031563	0.873333333333333	0.999999999994891	0.999999999999999	0.968319981089947
"185"	"10443580"	0.781425450817932	0.676666666666667	0.880797077977882	0.997512707799766	0.834100475815562
"186"	"10444167"	0.9328976126272	0.776666666666667	0.999999168471972	0.969289085341209	0.919713133276762
"187"	"10445426"	0.999981628766135	0.946666666666667	0.999999999999309	1	0.986662073858028
"188"	"10448105"	0.998109749576732	0.88	0.999999984770021	0.999999994185	0.969527432132938
"189"	"10448908"	0.999876074539481	0.906666666666667	0.999999984770021	0.999999999999998	0.976635681494042
"190"	"10452868"	0.573573750623483	0.643333333333333	0.880797077977882	0.999251120270347	0.774238820551261
"191"	"10453032"	0.960280168414379	0.91	0.999999984770021	0.999999772949705	0.967569981533526
"192"	"10453436"	0.999902151943145	0.863333333333333	0.999999999721053	0.999999999633748	0.96580887115782
"193"	"10453447"	0.998688500906414	0.893333333333333	0.999999999962249	0.999998948275522	0.973005195619379
"194"	"10453983"	0.742746867561913	0.843333333333333	0.997527376843365	0.993243305768244	0.894212720876714
"195"	"10454017"	0.512857242597395	0.626666666666667	0.880797077977882	0.966945346714689	0.746816583489158
"196"	"10454197"	0.80300419858555	0.766666666666667	0.999954602131298	0.998900136330979	0.892131400928623
"197"	"10454206"	0.995946719572843	0.846666666666667	0.999999984770021	0.999992598807426	0.960651492454239
"198"	"10454256"	0.949813186726118	0.743333333333333	0.999954602131298	0.99996664682359	0.923266942253585
"199"	"10456330"	0.99982251694169	0.96	0.999999997938846	0.999999999997222	0.98995562871944
"200"	"10460196"	0.963377014974632	0.83	0.997527376843365	0.999999999974043	0.94772609794801
"201"	"10462699"	0.99903664391717	0.88	0.999993855825398	0.99999999405946	0.969757623450507
"202"	"10463775"	0.997012153109505	0.896666666666667	0.999999997938846	0.999999088876235	0.973419476647813
"203"	"10465331"	0.975844389715606	0.736666666666667	0.982013790037908	0.999973063359937	0.92362447744503
"204"	"10468636"	0.837961520256802	0.776666666666667	0.999999984770021	0.995114714785971	0.902435721619865
"205"	"10469619"	0.981253626966413	0.773333333333333	0.999999997938846	0.99998336447313	0.938642580677931
"206"	"10470100"	0.984051037432926	0.846666666666667	0.999993855825398	0.999978135238822	0.957672423790953
"207"	"10470145"	0.995307482816781	0.76	0.999999887464838	0.999999139745476	0.938826627506774
"208"	"10470285"	0.999987859205949	0.973333333333333	0.999999999999309	0.999999999999987	0.993330298134644
"209"	"10470366"	0.998284364102065	0.903333333333333	0.999999999721053	0.999999994950294	0.975404423026686
"210"	"10472428"	0.520786585185121	0.516666666666667	0.997527376843365	0.926762121726209	0.74043568760534
"211"	"10472431"	0.822602504559486	0.563333333333333	0.999954602131298	0.999763605556409	0.846413511395131
"212"	"10475615"	0.999891490856999	0.82	0.999999999721053	0.999999999996818	0.954972872643718
"213"	"10475971"	0.939619102279614	0.93	0.999999887464838	0.999802393625689	0.967355345842535
"214"	"10476861"	0.983165353602695	0.92	0.999999999962249	0.99995157030304	0.975779230966996
"215"	"10478842"	0.997623104435239	0.94	0.999999984770021	0.999998197519913	0.984405321681293
"216"	"10479221"	0.947178331287106	0.613333333333333	0.880797077977882	0.999266011900645	0.860143688624742
"217"	"10480951"	0.999915941908825	0.873333333333333	0.999999999962249	0.999999999999976	0.968312318801096
"218"	"10483510"	0.516124487632122	0.613333333333333	0.982013790037908	0.678516519954231	0.697497032739399
"219"	"10484327"	0.998277015032953	0.95	0.999999999994891	0.999999997454675	0.98706925312063
"220"	"10484389"	0.999765416422254	0.936666666666667	0.999999999721053	0.999999999999859	0.984108020702458
"221"	"10484455"	0.975398297197807	0.723333333333333	0.982013790037908	0.999996844208217	0.920185566194316
"222"	"10484680"	0.99954664157738	0.883333333333333	0.999999984770021	0.999999998408436	0.970719989522292
"223"	"10488092"	0.998824369429466	0.923333333333333	0.999999168471972	0.999999999998897	0.980539217808417
"224"	"10488099"	0.945961963463479	0.963333333333333	0.999999984770021	0.999981263268934	0.977319136208942
"225"	"10488236"	0.992358062426629	0.873333333333333	0.982013790037908	0.999998765471749	0.961925987817405
"226"	"10490244"	0.991277556978492	0.816666666666667	0.999954602131298	0.999999094005436	0.951974479945473
"227"	"10491224"	0.99097959675952	0.886666666666667	0.999993855825398	0.999999909416684	0.969410007167067
"228"	"10491326"	0.990880347721291	0.873333333333333	0.999999984770021	0.999947087879994	0.96604018842616
"229"	"10491398"	0.99652802815105	0.843333333333333	0.999664649869534	0.999997106676531	0.959880779507612
"230"	"10492251"	0.94302968881585	0.756666666666667	0.999664649869534	0.999986851253152	0.924836964151301
"231"	"10493497"	0.978933786764994	0.856666666666667	0.999999997938846	0.999363127429565	0.958740894700018
"232"	"10493515"	0.999993607566293	0.933333333333333	0.999999984770021	1	0.983331731417412
"233"	"10493518"	0.989789879400304	0.83	0.999954602131298	0.999854321469955	0.954899700750389
"234"	"10495776"	0.981463021715485	0.866666666666667	0.982013790037908	0.999999900251707	0.957535844667942
"235"	"10497252"	0.662560063593005	0.82	0.880797077977882	0.998271166250327	0.840407076955303
"236"	"10498640"	0.999595564099227	0.843333333333333	0.999954602131298	0.999999888294761	0.960720846964655
"237"	"10498648"	0.940239782244261	0.78	0.999954602131298	0.999761662465275	0.929989011710208
"238"	"10498753"	0.963893678514333	0.693333333333333	0.997527376843365	0.999998372616192	0.913688190326806
"239"	"10498754"	0.999278796929719	0.88	0.999999168471972	0.999997588775939	0.969818888544407
"240"	"10499128"	0.982313231050896	0.776666666666667	0.999954602131298	0.9999897899439	0.93973107244819
"241"	"10500810"	0.999827439688657	0.926666666666667	0.999999999994891	0.999999999970808	0.981623526580256
"242"	"10502499"	0.735622722093846	0.843333333333333	0.999999999721053	0.514879242727389	0.773458824468905
"243"	"10504489"	0.997608934202217	0.836666666666667	0.999664649869534	0.999999294117546	0.958484886213991
"244"	"10506754"	0.969612182857766	0.736666666666667	0.982013790037908	0.999897289563303	0.922047482281411
"245"	"10508428"	0.993404013506538	0.83	0.999999984770021	0.999998909603991	0.955850726970137
"246"	"10509743"	0.999976240316402	0.92	0.999999997938846	0.999999999991803	0.979994059561763
"247"	"10510467"	0.999933931458335	0.89	0.999664649869534	0.999999999999994	0.972399645331966
"248"	"10513809"	0.992851044379869	0.943333333333333	0.999999887464838	0.99999976669581	0.984046007968463
"249"	"10516205"	0.607626408480434	0.783333333333333	0.999993855825398	0.923262328996578	0.828553981658936
"250"	"10517978"	0.994081868036096	0.876666666666667	0.999999999962249	0.99999829911384	0.967686708444713
"251"	"10518003"	0.99998127087612	0.973333333333333	1	0.999999999999843	0.993328651052324
"252"	"10518005"	0.995606149116553	0.716666666666667	0.982013790037908	0.999997269049963	0.923570968717773
"253"	"10519963"	0.999324678724849	0.913333333333333	0.999999999721053	0.999999999671713	0.978164502862737
"254"	"10523698"	0.77909125796319	0.736666666666667	0.880797077977882	0.996729133602914	0.848321034052663
"255"	"10523716"	0.99576657939161	0.753333333333333	0.999993855825398	0.999999880781421	0.937273412332941
"256"	"10523856"	0.996386747825387	0.96	0.999999984770021	0.999999828629807	0.989096640306304
"257"	"10527691"	0.999862976374479	0.966666666666667	0.999999999999309	0.99999999999962	0.991632410760018
"258"	"10528134"	0.991774476893684	0.886666666666667	0.999999997938846	0.999998452860746	0.969609898589986
"259"	"10529006"	0.997066675908809	0.796666666666667	0.999954602131298	0.999999999379899	0.948421986021668
"260"	"10529017"	0.978456112716867	0.8	0.999999887464838	0.999973046499683	0.944607261670347
"261"	"10529197"	0.999475705092085	0.89	0.999999997938846	0.999999999830735	0.972368925715417
"262"	"10531373"	0.996722893156961	0.916666666666667	0.999999984770021	0.999999998449915	0.978347385760891
"263"	"10533460"	0.99856598527824	0.656666666666667	0.982013790037908	0.999964465251232	0.909302726808512
"264"	"10534127"	0.996753543425176	0.946666666666667	0.999999997938846	0.999999894599967	0.985855025657664
"265"	"10534331"	0.994814768295654	0.936666666666667	0.999999984770021	0.999998999089636	0.982870104705494
"266"	"1053515"	0.958462256780681	0.756666666666667	0.999993855825398	0.999739772159331	0.928715637858019
"267"	"10535757"	0.693507824684229	0.82	0.982013790037908	0.999726925135931	0.873812134964517
"268"	"10537287"	0.781390090754159	0.723333333333333	0.982013790037908	0.988483298609931	0.868805128183833
"269"	"10537288"	0.993828208210193	0.96	0.999999999721053	0.999999999998987	0.988457051982558
"270"	"10537334"	0.997963503462185	0.823333333333333	0.999664649869534	0.99999991360885	0.955240350068475
"271"	"10537362"	0.999887105846239	0.93	0.999999999721053	0.999999999790892	0.982471776339546
"272"	"10541449"	0.919157569708654	0.586666666666667	0.982013790037908	0.994880480497163	0.870679626727598
"273"	"10541965"	0.9843575879255	0.633333333333333	0.999999887464838	0.999897184046629	0.904396998192575
"274"	"10543991"	0.997810873257257	0.913333333333333	0.999999887464838	0.999999878446144	0.977785993125393
"275"	"10544028"	0.739511862352392	0.7	0.999664649869534	0.983695402518861	0.855717978685197
"276"	"10544927"	0.698832216770958	0.756666666666667	0.880797077977882	0.998822952759933	0.83377972854386
"277"	"10547071"	0.99979884502707	0.91	0.999999887464838	0.999999999999897	0.977449683122951
"278"	"10551843"	0.884845554441346	0.77	0.999664649869534	0.997511823512351	0.913005506955808
"279"	"10551865"	0.840767391313962	0.89	0.999999984770021	0.986405267512987	0.929293160899242
"280"	"10552518"	0.979663968209395	0.803333333333333	0.999999168471972	0.999022776207735	0.945504811555609
"281"	"10554331"	0.897268921775182	0.853333333333333	0.999999997938846	0.977043438623607	0.931911422917742
"282"	"10554885"	0.998046770690298	0.956666666666667	0.999999999962249	0.99999997156102	0.988678352220058
"283"	"10555036"	0.993976729700683	0.89	0.999999168471972	0.99999999998672	0.970993974539844
"284"	"10556149"	0.87660130566501	0.683333333333333	0.997527376843365	0.990564053177442	0.887006517254788
"285"	"10556937"	0.999380922500222	0.95	0.999999999999309	0.999999999870193	0.987345230592431
